"inst_id","sido","sgg","openDate","bedCount","instkind","revenue1","salescost1","sga1","salary1","noi1","noe1","interest1","ctax1","profit1","liquidAsset1","quickAsset1","receivableS1","inventoryAsset1","nonCAsset1","tanAsset1","OnonCAsset1","receivableL1","debt1","liquidLiabilities1","shortLoan1","NCLiabilities1","longLoan1","netAsset1","surplus1","revenue2","salescost2","sga2","salary2","noi2","noe2","interest2","ctax2","profit2","liquidAsset2","quickAsset2","receivableS2","inventoryAsset2","nonCAsset2","tanAsset2","OnonCAsset2","receivableL2","debt2","liquidLiabilities2","shortLoan2","NCLiabilities2","longLoan2","netAsset2","surplus2","employee1","employee2","ownerChange","year","difyea","employee_mean","size","inst_id","dif1","dif2","dif3","dif4","dif5","dif6","dif7","dif8","dif9","dif10","dif11","dif12","dif13","dif14","dif15","dif16","dif17","dif18","dif19","dif20","dif21","dif22","dif23","dif24"
104,"gyeonggi",80,20120518,0,2,2600028478,214725510,2483782477,1095680958,2805112,82605287,80922413,4380801,-182660485,458798457,456218457,173719627,2580000,5558842539,5170827369,111538580,0,4331665718,3945956569,2.62e+09,385709149,0,1685975278,76602878,2657993680,261897486,2286048968,942778480,5823997,90478531,89763279,1100690,24292002,584347035,581367035,248555642,2980000,5516948289,5164826932,61138580,0,4232659561,3818990199,2.73e+09,413669362,0,1868635763,259263363,40,40,"same","2012",5,40,40,64,-57965202,-47171976,197733509,152902478,-3018885,-7873244,-8840866,3280111,-206952487,-125548578,-125148578,-74836015,-4e+05,41894250,6000437,50400000,0,99006157,126966370,-1.1e+08,-27960213,0,-182660485,-182660485
105,"gyeongnam",75,19850525,43,5,11981170391,2118265469,9972941734,7180585290,7021881,620999659,501785283,0,-724014590,2662810730,2629393152,0,33417578,15348905147,14809308430,0,0,15730836450,5090592412,2597800071,10640244038,9380244038,2280879427,0,12080190529,2075571819,9407111639,6995657680,8687104,502512535,374751169,24534160,79147480,2712693206,2686588897,0,26104309,12545382977,11943987535,0,0,12253182166,4569294848,2976318822,7683887318,7173887318,3004894017,0,192,192,"same","1985",32,192,235,65,-99020138,42693650,565830095,184927610,-1665223,118487124,127034114,-24534160,-803162070,-49882476,-57195745,0,7313269,2803522170,2865320895,0,0,3477654284,521297564,-378518751,2956356720,2206356720,-724014590,0
106,"jeonbuk",26,20030710,182,6,4131857876,143611800,3529097014,2198043355,56630198,228194537,113598011,22221340,265363383,1970952253,1963786853,0,7165400,3553690709,2749986147,527179060,0,2803885092,2793826477,2.59e+09,10058615,0,2720757870,0,3318141151,144310353,2982098323,1709276338,58244152,164510269,91316429,13350570,72115788,1694658561,1686307261,0,8351300,3451466150,2778450995,410506320,0,2658296224,2632717442,2442950671,25578782,0,2487828487,0,85,74,"same","2003",14,79.5,261.5,66,813716725,-698553,546998691,488767017,-1613954,63684268,22281582,8870770,193247595,276293692,277479592,0,-1185900,102224559,-28464848,116672740,0,145588868,161109035,147049329,-15520167,0,232929383,0
107,"jeonbuk",26,19990805,0,8,4131857876,143611800,3529097014,2198043355,56630198,228194537,113598011,22221340,265363383,1970952253,1963786853,0,7165400,3553690709,2749986147,527179060,0,2803885092,2793826477,2.59e+09,10058615,0,2720757870,0,3318141151,144310353,2982098323,1709276338,58244152,164510269,91316429,13350570,72115788,1694658561,1686307261,0,8351300,3451466150,2778450995,410506320,0,2658296224,2632717442,2442950671,25578782,0,2487828487,0,85,74,"same","1999",18,79.5,79.5,67,813716725,-698553,546998691,488767017,-1613954,63684268,22281582,8870770,193247595,276293692,277479592,0,-1185900,102224559,-28464848,116672740,0,145588868,161109035,147049329,-15520167,0,232929383,0
108,"jeonbuk",26,20141223,150,6,2779983400,99198923,2492878526,1753765469,21915577,16503332,1041483,0,193318196,356233719,337601968,277795141,18631751,2047082065,2047082065,0,0,854711207,834233939,1e+08,20477268,20477268,1548604577,1548604577,680456090,0,1075183311,632027140,14893,1291,0,0,-394713619,246786156,245071635,199624125,1714521,1970731865,1970231865,5e+05,0,862231640,862231640,1e+08,0,0,1355286381,1355286381,81,87,"change","2014",3,84,234,68,2099527310,99198923,1417695215,1121738329,21900684,16502041,1041483,0,588031815,109447563,92530333,78171016,16917230,76350200,76850200,-5e+05,0,-7520433,-27997701,0,20477268,20477268,193318196,193318196
109,"seoul",79,20120501,0,3,15472543033,9405840570,5046172942,2268689456,42491802,403788486,398976016,425828,658807009,5788889613,5605380360,3977685248,183509253,13438186014,12751732448,464715970,0,12805430556,5953852404,2.55e+09,6851578152,6851578152,6421645071,0,13747537565,8660039908,4611549526,2099717546,8589077,467405759,415645399,0,17131449,3685664910,3516971530,2622831041,168693380,14931977213,14251469415,465705970,0,12854804061,5736049364,2361425349,7118754697,7118754697,5762838062,0,107,109,"same","2012",5,108,108,69,1725005468,745800662,434623416,168971910,33902725,-63617273,-16669383,425828,641675560,2103224703,2088408830,1354854207,14815873,-1493791199,-1499736967,-990000,0,-49373505,217803040,188574651,-267176545,-267176545,658807009,0
110,"gyeonggi",121,20161212,44,6,1327195400,166222201,1508852866,922694934,1423463,79881208,78679546,0,-426337412,219419348,155957598,118702089,63461750,5323411259,5304170259,19241000,0,2993869156,2993869156,2.48e+09,0,0,2548961451,-544038549,0,0,110395413,53086198,165341,7471065,6151065,0,-117701137,318992446,313510710,0,5481736,4981329076,4964863076,16466000,0,2325022659,2325022659,2.2e+09,0,0,2975298863,-117701137,35,20,"same","2016",1,27.5,71.5,70,1327195400,166222201,1398457453,869608736,1258122,72410143,72528481,0,-308636275,-99573098,-157553112,118702089,57980014,342082183,339307183,2775000,0,668846497,668846497,2.8e+08,0,0,-426337412,-426337412
112,"daejeon",49,20070807,132,6,15070077600,0,10026744651,8254975729,217378678,1573829241,222787238,163215150,3523667236,3471877338,3403546818,1712145390,68330520,27559226350,27485444816,0,0,15555678536,3904864429,2434421224,11650814107,5636250000,15475425152,3563084070,14537733060,0,12258698120,7583105273,237409590,1591169700,155979075,106636070,818638760,7087079110,7037251955,1545520714,49827155,19634620463,15943965904,3634028859,0,11506707690,1548894943,0,9957812747,5027500000,15214991883,3033850801,222,222,"same","2007",10,222,354,71,532344540,0,-2231953469,671870456,-20030912,-17340459,66808163,56579080,2705028476,-3615201772,-3633705137,166624676,18503365,7924605887,11541478912,-3634028859,0,4048970846,2355969486,2434421224,1693001360,608750000,260433269,529233269
113,"gyeonggi",98,20010731,55,5,7159764865,832825694,6627242639,3395363456,61155355,160888732,125918455,0,-400036845,1195640375,1151504910,779656103,44135465,3980481498,3219379298,761102200,0,3974333153,3974333153,2426320000,0,0,1201788720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,"same","2001",16,79,134,72,7159764865,832825694,6627242639,3395363456,61155355,160888732,125918455,0,-400036845,1195640375,1151504910,779656103,44135465,3980481498,3219379298,761102200,0,3974333153,3974333153,2426320000,0,0,1201788720,0
115,"incheon",139,20160905,162,6,0,265274943,3842204420,2421379210,5907393,571739774,568306683,0,-4673311744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574646193,447422650,148647,129858994,127259404,0,-704356540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,"same","2016",1,78,240,73,0,265274943,3267558227,1973956560,5758746,441880780,441047279,0,-3968955204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"gyeongnam",101,19960513,243,4,24790401182,5253050023,20489861383,13945216575,657929005,171427187,109311923,0,-466008406,4857281921,4668454383,73851592,188827538,13740224185,13334145359,0,0,11766846773,10297013472,2.4e+09,1469833301,1.5e+08,6830659333,3505169993,26159346763,6171854298,18796013326,12720062491,413224042,327715980,175995694,40392230,1236594971,4683307832,4465265855,60508827,218041977,16073056728,14003965648,0,0,13328061705,11129803779,2.4e+09,2198257926,1057400000,7428302855,3636805109,255,255,"same","1996",21,255,498,74,-1368945581,-918804275,1693848057,1225154084,244704963,-156288793,-66683771,-40392230,-1702603377,173974089,203188528,13342765,-29214439,-2332832543,-669820289,0,0,-1561214932,-832790307,0,-728424625,-907400000,-597643522,-131635116
118,"gyeongbuk",114,20080530,163,5,5584965180,212104749,5455168717,3135278630,58981497,145958141,110144833,0,-169284930,1972583861,1949123439,0,23460422,2654685142,2451661725,4.7e+07,0,3531760444,2941760444,2301543647,5.9e+08,5.9e+08,1095508559,0,5817386570,221254968,5012443789,2914010499,38853342,155139423,116388791,0,467401732,1909348753,1887445985,0,21902768,2778640660,2595580521,78200000,0,3339528424,2424528424,1823755409,9.15e+08,9.15e+08,1348460989,0,86,84,"same","2008",9,85,248,75,-232421390,-9150219,442724928,221268131,20128155,-9181282,-6243958,0,-636686662,63235108,61677454,0,1557654,-123955518,-143918796,-31200000,0,192232020,517232020,477788238,-3.25e+08,-3.25e+08,-252952430,0
119,"gyeonggi",97,20061206,30,6,6017543490,199965460,5519678118,3215997040,74068997,58518818,29253542,48853470,264596621,2860018082,2850313557,811037296,9704525,6621404275,6453724275,167680000,0,4141693250,2563562206,2290219715,1578131044,0,5339729107,1829240804,5737160246,197662210,4972290965,2999324224,33415440,247901144,31614504,0,352721367,2742721097,2733263097,736613528,9458000,6526893835,6406893835,1.2e+08,0,4194482446,2609728604,2.3e+09,1584753842,0,5075132486,1564644183,71,71,"same","2006",11,71,101,76,280383244,2303250,547387153,216672816,40653557,-189382326,-2360962,48853470,-88124746,117296985,117050460,74423768,246525,94510440,46830440,47680000,0,-52789196,-46166398,-9780285,-6622798,0,264596621,264596621
120,"gangwon",112,20110718,66,5,2873145560,244796391,2189079494,1208682720,52266015,105878659,99452659,58497930,327159101,2186703392,2170423489,677270215,16279903,4041589614,4006259614,35330000,0,2541673060,2318343060,2252718950,223330000,73330000,3686619946,650795846,2614371550,190179252,2290276109,1236662310,51723547,106243107,104493107,5907600,73489029,1933259246,1896808573,673599949,36450673,4050064014,4015064014,3.5e+07,0,2623862415,2393862415,2344142507,2.3e+08,8e+07,3359460845,323636745,41,41,"same","2011",6,41,107,77,258774010,54617139,-101196615,-27979590,542468,-364448,-5040448,52590330,253670072,253444146,273614916,3670266,-20170770,-8474400,-8804400,330000,0,-82189355,-75519355,-91423557,-6670000,-6670000,327159101,327159101
125,"jeonbuk",29,20080313,443,6,9727881621,473434297,9182411869,5840380131,209606365,71458711,66733222,212351388,-2168279,4165669934,4091845309,0,73824625,12492523556,12386064178,101450000,0,9760714932,3067026025,2178691868,6693688907,4e+09,6897478558,3028763583,10423940850,492911819,8798062838,5802372340,331159830,643114400,77298716,138766200,682245423,4851313657,4778449020,7024930,72864637,6818217951,6428117951,390100000,0,4769884771,1052810077,85425488,3717074694,1e+09,6899646837,3030931862,165,177,"same","2008",9,171,614,78,-696059229,-19477522,384349031,38007791,-121553465,-571655689,-10565494,73585188,-684413702,-685643723,-686603711,-7024930,959988,5674305605,5957946227,-288650000,0,4990830161,2014215948,2093266380,2976614213,3e+09,-2168279,-2168279
127,"gyeongbuk",54,20060417,87,5,6468678065,4520545589,1933533374,515932760,146463658,152276743,141753364,2451390,6334627,1335211164,1245165202,83630,90045962,5223117354,5071816661,102654000,0,4929773900,2929773900,2163677626,2e+09,2e+09,1628554618,130184688,6885203728,4654284727,2189146055,524660770,146061731,166824678,150749976,4181640,16828359,1137819649,1045518656,24900,92300993,5340485530,5179330680,107654000,0,4856085188,2856085188,1954685732,2e+09,2e+09,1622219991,123850061,80,80,"same","2006",11,80,167,79,-416525663,-133739138,-255612681,-8728010,401927,-14547935,-8996612,-1730250,-10493732,197391515,199646546,58730,-2255031,-117368176,-107514019,-5e+06,0,73688712,73688712,208991894,0,0,6334627,6334627
128,"daejeon",47,20021119,197,6,4420913028,105623633,3848483874,2026642320,49969590,75454097,72654097,44756120,396564894,2835288459,2832106922,988025310,3181537,2676634580,2434302752,20158400,0,2252128208,2252128208,2139742158,0,0,3259794831,0,4082855564,108809529,3680018977,1871455564,61466338,97073279,75699266,81386380,177033737,2610594680,2607010661,980304272,3584019,2530174906,2321854723,20158400,0,2277539649,2274745776,2158084068,2793873,0,2863229937,0,64,71,"same","2002",15,67.5,264.5,80,338057464,-3185896,168464897,155186756,-11496748,-21619182,-3045169,-36630260,219531157,224693779,225096261,7721038,-402482,146459674,112448029,0,0,-25411441,-22617568,-18341910,-2793873,0,396564894,0
129,"ulsan",126,20040212,54,5,4513667860,355488516,3652253939,2205043025,14385234,109491484,106730634,0,410819155,1018987392,982736072,0,36251320,1686221377,1634221377,5.2e+07,0,2348021544,2320868591,2137387717,27152953,0,357187225,0,6066270647,383503696,5594760357,3173546613,6453360,83811547,78474532,0,10648407,964320370,889506309,2049330,72814061,1633923321,1581923321,5.2e+07,0,2651875621,2624722668,2407803520,27152953,0,-53631930,0,50,50,"same","2004",13,50,104,81,-1552602787,-28015180,-1942506418,-968503588,7931874,25679937,28256102,0,400170748,54667022,93229763,-2049330,-36562741,52298056,52298056,0,0,-303854077,-303854077,-270415803,0,0,410819155,0
132,"daegu",45,20060310,110,6,4069134051,169258723,3693896979,2163616503,27824177,54801070,52601070,18137747,160863709,2047184021,2030600021,606836120,16584000,5869344722,5713886520,46214306,0,2391937264,2174661554,2059224407,217275710,0,5524591479,0,3741192610,167704435,3360001732,2026980412,17528185,61981395,60381395,17450307,151582926,1741058612,1725816612,547839174,15242000,6222678762,6095813591,46214306,0,2387106119,2169998073,1908475270,217108046,0,5576631255,0,60,58,"same","2006",11,59,169,82,327941441,1554288,333895247,136636091,10295992,-7180325,-7780325,687440,9280783,306125409,304783409,58996946,1342000,-353334040,-381927071,0,0,4831145,4663481,150749137,167664,0,-52039776,0
134,"choongnam",78,19880603,64,5,4402779495,719458530,4131517858,2436024468,421766030,402413737,337684720,3691536,-432536136,1721583843,1633399873,603445494,88183970,6818070056,6769058056,18200000,0,6433266635,4233266635,2007824357,2.2e+09,0,2106387264,0,4359137106,866987735,4056508299,2305598766,200502914,142428505,130172290,7968260,-514252779,1443893244,1429874912,377644445,14018332,6921974330,6887962330,8200000,0,5826944174,3626944174,1547920775,2.2e+09,0,2538923400,0,53,53,"same","1988",29,53,117,83,43642389,-147529205,75009559,130425702,221263116,259985232,207512430,-4276724,81716643,277690599,203524961,225801049,74165638,-103904274,-118904274,1e+07,0,606322461,606322461,459903582,0,0,-432536136,0
135,"gangwon",164,19970418,172,5,18602588959,1378328519,16696997338,8523267168,17986332,278064409,188321117,16527773,250657252,4129848379,3960591865,0,169256514,5781986034,2678973434,3103012600,0,6366711463,3516711463,1986384255,2.85e+09,2.85e+09,3545122950,0,18011662834,1397386289,16148732299,8357744240,22433366,290264863,209721303,9653593,188059156,3913591400,3696814709,0,216776691,5669110425,2566097825,3103012600,0,6288236127,4787716127,2937222145,1500520000,520000,3294465698,0,126,142,"same","1997",20,134,306,84,590926125,-19057770,548265039,165522928,-4447034,-12200454,-21400186,6874180,62598096,216256979,263777156,0,-47520177,112875609,112875609,0,0,78475336,-1271004664,-950837890,1349480000,2849480000,250657252,0
136,"gyeongnam",157,20090113,123,5,5922176260,762561904,5051605358,2985940278,17358432,159215313,159015213,0,-33847883,664604194,634665288,498266469,22654832,7606982891,7596107891,10875000,0,7337092616,2425412616,1.98e+09,4911680000,4911680000,934494469,0,5648996833,667080956,4864155040,2899442725,24135944,185302534,172551294,1459540,-44865293,650844146,613932511,430043507,22619926,7632903788,7622028788,10875000,0,7315405582,2015405582,1.63e+09,5.3e+09,5.3e+09,968342352,0,62,62,"same","2009",8,62,185,85,273179427,95480948,187450318,86497553,-6777512,-26087221,-13536081,-1459540,11017410,13760048,20732777,68222962,34906,-25920897,-25920897,0,0,21687034,410007034,3.5e+08,-388320000,-388320000,-33847883,0
137,"busan",65,20130722,139,6,3912308309,0,3724445009,2159346219,9022072,185585780,149867274,123210,11176382,1471783177,1453863267,1443258772,17919910,8518971504,8513671504,5300000,0,5486341145,3786341145,1968923110,1.7e+09,1.7e+09,4504413536,0,3955570620,0,3807856500,2097622279,17499934,153671725,153671725,248270,11294059,1213366305,1199564450,1066108655,13801855,8434005204,8428705204,5300000,0,5154134355,3454134355,2.02e+09,1.7e+09,1.7e+09,4493237154,0,67,68,"change","2013",4,67.5,206.5,86,-43262311,0,-83411491,61723940,-8477862,31914055,-3804451,-125060,-117677,258416872,254298817,377150117,4118055,84966300,84966300,0,0,332206790,332206790,-51076890,0,0,11176382,0
138,"busan",70,20110526,52,6,4514215440,0,4036410518,2154045230,29509819,400042611,62144223,13738530,93533600,1917868196,1917868196,1138467706,0,3795393423,3375544415,418675000,0,2328117738,2328117738,1932381274,0,0,3385143881,0,2856027172,0,2734692801,1489055218,21921196,59745257,40854754,0,83510310,1607549900,1607549900,1113677908,0,3864472049,3445796072,417675000,0,2180411668,2180411668,1986221274,0,0,3291610281,0,27,27,"same","2011",6,27,79,87,1658188268,0,1301717717,664990012,7588623,340297354,21289469,13738530,10023290,310318296,310318296,24789798,0,-69078626,-70251657,1e+06,0,147706070,147706070,-53840000,0,0,93533600,0
139,"busan",66,20070125,159,6,4510755010,176041710,3833858032,2393067500,46397182,439303365,55308705,31793780,76155305,509781961,494548033,324429480,15233928,6825751273,5484709623,206960000,0,3552619390,2158733226,1796019486,1393886164,0,3782913844,1843579110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,80,"same","2007",10,81.5,240.5,88,4510755010,176041710,3833858032,2393067500,46397182,439303365,55308705,31793780,76155305,509781961,494548033,324429480,15233928,6825751273,5484709623,206960000,0,3552619390,2158733226,1796019486,1393886164,0,3782913844,1843579110
140,"gyeongbuk",114,20070420,203,5,5423356760,0,5212041365,2958249630,23843435,128888619,128638631,11620200,94650011,2851342587,2734710577,1085357366,116632010,5453158237,5438850237,0,0,4457666685,1864666685,1.75e+09,2.59e+09,2.59e+09,3846834139,0,5073663325,0,4984086235,3060033500,40391187,129291122,128791122,10915720,-10238565,1181462740,1161359150,831461710,20103590,5304340847,5290032847,0,0,2733619459,140619459,0,2.59e+09,2.59e+09,3752184128,0,0,0,"non","2007",10,0,203,89,349693435,0,227955130,-101783870,-16547752,-402503,-152491,704480,104888576,1669879847,1573351427,253895656,96528420,148817390,148817390,0,0,1724047226,1724047226,1.75e+09,0,0,94650011,0
141,"daejeon",50,20070528,82,5,5018611488,1335988277,3368630616,2298262081,0,0,0,0,313992595,2303746422,2201712042,309019196,102034380,2669820503,2455169124,0,0,2792441124,2792441124,1739424826,0,0,2181125801,0,4202149765,1075506436,2851425455,1919977875,73223867,247272640,67733040,0,101169101,1544947009,1439524429,339857969,105422580,2742002257,2571980621,0,0,2225671230,2225671230,1427588891,0,0,2061278036,0,62,62,"same","2007",10,62,144,90,816461723,260481841,517205161,378284206,-73223867,-247272640,-67733040,0,212823494,758799413,762187613,-30838773,-3388200,-72181754,-116811497,0,0,566769894,566769894,311835935,0,0,119847765,0
143,"busan",71,20150102,163,6,6310992576,550507949,5477511358,3556977133,4810272,257312789,251312789,0,30470752,1230211709,1033601119,847459961,196610590,12212749915,12154992794,50010921,0,7495778716,2799552261,1700923037,4696226455,4.4e+09,5947182908,0,5849063999,305938434,5955501335,3797856752,29831061,286259908,226259908,0,-668804617,615315902,589324768,567822520,25991134,12099437515,12073408215,14410000,0,6933192091,1992820733,546700350,4940371358,4.9e+09,5781561326,0,54,54,"same","2015",2,54,217,91,461928577,244569515,-477989977,-240879619,-25020789,-28947119,25052881,0,699275369,614895807,444276351,279637441,170619456,113312400,81584579,35600921,0,562586625,806731528,1154222687,-244144903,-5e+08,165621582,0
144,"daejeon",48,20061107,151,6,4864303400,210410492,4351809420,2026782710,69291950,69713374,69112374,57444700,244217364,4347935440,4333035623,402771070,14899817,2302618910,2102793572,199825338,0,4061217029,2200383695,1687416881,1860833334,9.9e+08,2589337321,0,4695528403,216675520,4240156629,1888816750,57429663,31953991,31353991,7810050,256361876,2512343330,2490427355,420980580,21915975,1740905791,1568485791,172420000,0,1908129164,1277295830,9.3e+08,630833334,0,2345119957,0,46,46,"change","2006",11,46,197,92,168774997,-6265028,111652791,137965960,11862287,37759383,37758383,49634650,-12144512,1835592110,1842608268,-18209510,-7016158,561713119,534307781,27405338,0,2153087865,923087865,757416881,1.23e+09,9.9e+08,244217364,0
145,"gyeongnam",32,20080804,172,5,15806789758,1884745792,13380477996,6363400069,67783672,535667631,251712340,0,73682011,3211316609,2942550720,1753750509,174371656,14670638489,14197103423,2e+06,0,13152880675,4211829928,1683333334,8941050747,7e+09,4729074423,0,16464484050,1805124969,14852795932,7418066156,32624532,277527657,271746312,0,-438339976,3034115228,2865788728,1742664838,168326500,12562146664,12008584850,3.07e+08,0,10940869480,4527907462,1.5e+09,6412962018,5e+09,4655392412,0,164,158,"same","2008",9,161,333,93,-657694292,79620823,-1472317936,-1054666087,35159140,258139974,-20033972,0,512021987,177201381,76761992,11085671,6045156,2108491825,2188518573,-3.05e+08,0,2212011195,-316077534,183333334,2528088729,2e+09,73682011,0
147,"gyeonggi",96,20101118,79,6,4876152720,845017989,3594048070,1541308057,84157346,216277784,176166864,0,304966223,1545362015,1501232265,634865120,44129750,5993144115,4471767853,1321376262,0,3112913269,1976137436,1672665000,1136775833,1136775833,4425592861,0,5219541410,896585163,3714802708,1505102513,161973225,134623408,124922593,146669963,488833393,2777675878,2752716078,768553966,24959800,4291303053,3814303053,2.77e+08,0,2745397819,1384138283,1076344442,1361259536,1361259536,4323581112,0,42,42,"same","2010",7,42,121,94,-343388690,-51567174,-120754638,36205544,-77815879,81654376,51244271,-146669963,-183867170,-1232313863,-1251483813,-133688846,19169950,1701841062,657464800,1044376262,0,367515450,591999153,596320558,-224483703,-224483703,102011749,0
148,"busan",64,20060901,205,6,22074444856,2299286322,18699221543,13280151683,174577053,1080923960,1050738614,0,169590084,3719642702,3690402659,18600000,29240043,45738313687,45307390187,308021000,0,29593624063,11649657848,1.65e+09,17943966215,16404780678,19864332326,0,14114273223,345039311,13016804703,8178137421,202646137,761957526,638729782,0,193117820,2055276661,1854849293,0,200427368,45746705612,45188428382,326317000,0,26417818053,8902438885,1.65e+09,17515379168,17505379168,21384164220,0,406,268,"same","2006",11,337,542,95,7960171633,1954247011,5682416840,5102014262,-28069084,318966434,412008832,0,-23527736,1664366041,1835553366,18600000,-171187325,-8391925,118961805,-18296000,0,3175806010,2747218963,0,428587047,-1100598490,-1519831894,0
149,"gyeongbuk",172,20081209,105,6,2505862000,238781085,2227383031,1610142230,30664315,68643213,58393471,718210,1000776,778057419,773894419,0,4163000,3905719128,3817188918,82555000,0,3094612197,2533012197,1644743710,561600000,561600000,1589164350,0,2515554950,257699957,2207580527,1558665260,17605440,76141001,59479414,478630,-8739725,584173632,580242132,560489559,3931500,3523339847,3440334847,79555000,0,2519349905,2519349905,1666838504,0,0,1588163574,0,46,58,"same","2008",9,52,157,96,-9692950,-18918872,19802504,51476970,13058875,-7497788,-1085943,239580,9740501,193883787,193652287,-560489559,231500,382379281,376854071,3e+06,0,575262292,13662292,-22094794,561600000,561600000,1000776,0
150,"choongnam",94,20130826,186,6,5237992090,0,5060655115,2623322811,43303738,65834636,61730290,18939260,135866817,2510609429,2493819051,43775710,16790378,7937685054,7870685054,1.7e+07,0,4079713996,3255314769,1643335007,824399227,0,6368580487,0,4481832700,0,4170616450,2335080779,45984401,76545728,57185457,16604980,264049943,1930380604,1911873874,43760000,18506730,8120770362,8108770362,1.2e+07,0,3818437296,3063310534,1643335007,755126762,0,6232713670,0,52,52,"same","2013",4,52,238,97,756159390,0,890038665,288242032,-2680663,-10711092,4544833,2334280,-128183126,580228825,581945177,15710,-1716352,-183085308,-238085308,5e+06,0,261276700,192004235,0,69272465,0,135866817,0
152,"gyeongnam",156,20070914,176,6,6571258948,430375858,5682418044,3510649384,4674245,628824533,214499355,6814740,-172499982,1238752907,1209801580,620224474,25863183,7315148977,7248891128,37206000,0,8677466951,4239987533,1572628538,4437479418,4421411421,-123565067,-123780751,6704711843,425994179,5770900848,3482048271,22202598,465232518,207025888,0,64786896,1195896596,1163398540,538592224,25387186,7280291764,7214352956,37486000,0,8415348725,4101326953,1704780906,4314021772,4297953775,60839635,60623951,73,74,"same","2007",10,73.5,249.5,98,-133452895,4381679,-88482804,28601113,-17528353,163592015,7473467,6814740,-237286878,42856311,46403040,81632250,475997,34857213,34538172,-280000,0,262118226,138660580,-132152368,123457646,123457646,-184404702,-184404702
153,"gyeongnam",32,20090915,139,6,3739538160,124560273,3472191830,2357002760,1183205,137378952,128899351,712536,5877774,2958333924,2941566054,2667982277,16767870,2658662606,2646662606,1.2e+07,0,3811639430,1911639430,1554329160,1.9e+09,1.9e+09,1805357100,220922100,3821011720,145137891,3530079722,2444544860,4417623,131396160,118387170,2074189,16741381,2775377513,2761169440,2478613184,14208073,2729101918,2705101918,2.4e+07,0,3705000105,1805000105,1.45e+09,1.9e+09,1.9e+09,1799479326,215044326,77,76,"same","2009",8,76.5,215.5,99,-81473560,-20577618,-57887892,-87542100,-3234418,5982792,10512181,-1361653,-10863607,182956411,180396614,189369093,2559797,-70439312,-58439312,-1.2e+07,0,106639325,106639325,104329160,0,0,5877774,5877774
154,"jeonbuk",14,19880709,246,4,24937652826,2759434565,19365757034,11221603333,1148292387,3260238297,50174481,109027535,591487782,6666428466,6395390010,3175867013,271038456,19091145590,16554045040,143045000,0,16239697460,6366614044,1.5e+09,9873083416,192500000,9517876596,0,23775709051,2498268512,19568814086,11146113720,787215419,2039308230,58463595,80219440,376314202,4519969077,4267318869,2491511973,252650208,18725478397,16047570558,151045000,0,13137197222,4719935558,0,8417261664,2.41e+09,10108250252,0,235,235,"same","1988",29,235,481,100,1161943775,261166053,-203057052,75489613,361076968,1220930067,-8289114,28808095,215173580,2146459389,2128071141,684355040,18388248,365667193,506474482,-8e+06,0,3102500238,1646678486,1.5e+09,1455821752,-2217500000,-590373656,0
155,"gyeonggi",31,20050729,112,6,3727356228,609057643,3087298594,1903763407,7255354,22908869,22685659,886801,14459675,493153108,427804676,0,65348432,2177525614,2176872114,0,0,2670678722,1762973543,1466846904,907705179,0,0,0,3669343091,647855195,2974183562,1890014261,3890358,32419722,24547082,4080,18770890,442442352,417878045,0,24564307,2181325098,2180671598,0,0,2623767450,1735572518,5e+08,888194932,0,0,0,50,50,"same","2005",12,50,162,101,58013137,-38797552,113115032,13749146,3364996,-9510853,-1861423,882721,-4311215,50710756,9926631,0,40784125,-3799484,-3799484,0,0,46911272,27401025,966846904,19510247,0,0,0
156,"gyeongbuk",58,19880229,79,5,10395309068,7651858166,2277098293,0,149939564,522247900,72572683,17253838,76790435,1462809109,1411710944,1276918833,51098165,3705892669,3487931404,19071600,0,3981817497,2855187497,1441580587,1126630000,626630000,1186884281,0,9392555464,7065117786,2072803160,0,16010229,373363398,85107699,106623650,-209342301,1204704597,1153930899,0,50773698,3895417299,3600789832,121921600,0,3784552900,2546292900,1345179006,1238260000,738260000,1315568996,0,90,116,"same","1988",29,103,182,102,1002753604,586740380,204295133,0,133929335,148884502,-12535016,-89369812,286132736,258104512,257780045,1276918833,324467,-189524630,-112858428,-102850000,0,197264597,308894597,96401581,-111630000,-111630000,-128684715,0
